6.944444444444443625e-04	6.944444444444444709e-04	6.944444444444444709e-04
6.944444444444443625e-04	6.944444444444444709e-04	6.944444444444444709e-04
6.944444444444443625e-04	6.944444444444444709e-04	6.944444444444444709e-04
6.944444444444443625e-04	6.944444444444444709e-04	6.944444444444444709e-04
6.944444444444443625e-04	6.944444444444444709e-04	6.944444444444444709e-04
6.944444444444443625e-04	1.388888888888888942e-03	6.944444444444444709e-04
6.944444444444443625e-04	1.388888888888888942e-03	6.944444444444444709e-04
6.944444444444443625e-04	1.388888888888888942e-03	6.944444444444444709e-04
6.944444444444443625e-04	1.388888888888888942e-03	6.944444444444444709e-04
6.944444444444443625e-04	2.083333333333333304e-03	6.944444444444444709e-04
6.944444444444443625e-04	2.777777777777777884e-03	6.944444444444444709e-04
6.944444444444443625e-04	2.777777777777777884e-03	6.944444444444444709e-04
6.944444444444443625e-04	2.777777777777777884e-03	6.944444444444444709e-04
6.944444444444443625e-04	2.777777777777777884e-03	6.944444444444444709e-04
6.944444444444443625e-04	2.777777777777777884e-03	6.944444444444444709e-04
6.944444444444443625e-04	2.777777777777777884e-03	6.944444444444444709e-04
6.944444444444443625e-04	2.777777777777777884e-03	6.944444444444444709e-04
6.944444444444443625e-04	2.777777777777777884e-03	6.944444444444444709e-04
6.944444444444443625e-04	2.777777777777777884e-03	6.944444444444444709e-04
6.944444444444443625e-04	2.777777777777777884e-03	6.944444444444444709e-04
6.944444444444443625e-04	3.472222222222222463e-03	6.944444444444444709e-04
6.944444444444443625e-04	3.472222222222222463e-03	6.944444444444444709e-04
6.944444444444443625e-04	3.472222222222222463e-03	6.944444444444444709e-04
6.944444444444443625e-04	3.472222222222222463e-03	6.944444444444444709e-04
6.944444444444443625e-04	3.472222222222222463e-03	6.944444444444444709e-04
1.388888888888888725e-03	3.472222222222222463e-03	1.388888888888888942e-03
1.388888888888888725e-03	3.472222222222222463e-03	1.388888888888888942e-03
1.388888888888888725e-03	3.472222222222222463e-03	1.388888888888888942e-03
1.388888888888888725e-03	3.472222222222222463e-03	1.388888888888888942e-03
1.388888888888888725e-03	4.166666666666666609e-03	1.388888888888888942e-03
1.388888888888888725e-03	4.166666666666666609e-03	2.083333333333333304e-03
1.388888888888888725e-03	4.166666666666666609e-03	2.083333333333333304e-03
1.388888888888888725e-03	4.166666666666666609e-03	2.083333333333333304e-03
1.388888888888888725e-03	4.166666666666666609e-03	2.083333333333333304e-03
1.388888888888888725e-03	4.861111111111111188e-03	2.083333333333333304e-03
1.388888888888888725e-03	4.861111111111111188e-03	2.083333333333333304e-03
1.388888888888888725e-03	4.861111111111111188e-03	2.083333333333333304e-03
1.388888888888888725e-03	4.861111111111111188e-03	2.777777777777777884e-03
1.388888888888888725e-03	4.861111111111111188e-03	2.777777777777777884e-03
1.388888888888888725e-03	4.861111111111111188e-03	2.777777777777777884e-03
2.083333333333332871e-03	4.861111111111111188e-03	2.777777777777777884e-03
2.083333333333332871e-03	4.861111111111111188e-03	2.777777777777777884e-03
2.083333333333332871e-03	4.861111111111111188e-03	2.777777777777777884e-03
2.083333333333332871e-03	4.861111111111111188e-03	2.777777777777777884e-03
2.083333333333332871e-03	4.861111111111111188e-03	2.777777777777777884e-03
2.083333333333332871e-03	4.861111111111111188e-03	2.777777777777777884e-03
2.083333333333332871e-03	4.861111111111111188e-03	2.777777777777777884e-03
2.083333333333332871e-03	4.861111111111111188e-03	2.777777777777777884e-03
2.083333333333332871e-03	4.861111111111111188e-03	2.777777777777777884e-03
2.083333333333332871e-03	4.861111111111111188e-03	2.777777777777777884e-03
2.083333333333332871e-03	4.861111111111111188e-03	2.777777777777777884e-03
2.083333333333332871e-03	4.861111111111111188e-03	2.777777777777777884e-03
2.083333333333332871e-03	4.861111111111111188e-03	2.777777777777777884e-03
2.083333333333332871e-03	5.555555555555555768e-03	2.777777777777777884e-03
2.083333333333332871e-03	5.555555555555555768e-03	2.777777777777777884e-03
2.083333333333332871e-03	5.555555555555555768e-03	2.777777777777777884e-03
2.083333333333332871e-03	5.555555555555555768e-03	2.777777777777777884e-03
2.083333333333332871e-03	5.555555555555555768e-03	2.777777777777777884e-03
2.083333333333332871e-03	5.555555555555555768e-03	2.777777777777777884e-03
2.083333333333332871e-03	5.555555555555555768e-03	2.777777777777777884e-03
3.472222222222221596e-03	5.555555555555555768e-03	2.777777777777777884e-03
3.472222222222221596e-03	5.555555555555555768e-03	4.166666666666666609e-03
3.472222222222221596e-03	5.555555555555555768e-03	4.166666666666666609e-03
3.472222222222221596e-03	5.555555555555555768e-03	4.166666666666666609e-03
3.472222222222221596e-03	5.555555555555555768e-03	4.861111111111111188e-03
3.472222222222221596e-03	5.555555555555555768e-03	4.861111111111111188e-03
3.472222222222221596e-03	5.555555555555555768e-03	5.555555555555555768e-03
3.472222222222221596e-03	5.555555555555555768e-03	5.555555555555555768e-03
3.472222222222221596e-03	5.555555555555555768e-03	5.555555555555555768e-03
3.472222222222221596e-03	5.555555555555555768e-03	5.555555555555555768e-03
3.472222222222221596e-03	5.555555555555555768e-03	5.555555555555555768e-03
3.472222222222221596e-03	5.555555555555555768e-03	5.555555555555555768e-03
4.166666666666665741e-03	5.555555555555555768e-03	5.555555555555555768e-03
